FIPSCode,Jurisdiction_Name,State_Abbr,A1a,A1b,A9a,A9b,A9c,A9d,A9e,A9f,A9g
3610700000,TIOGA COUNTY,NY,33333,30759,1569,686,364,9,502,2,6
3610900000,TOMPKINS COUNTY,NY,59941,54631,4012,254,516,14,54,0,19
3611100000,ULSTER COUNTY,NY,127869,118268,7239,2423,1792,59,2865,1,3
3611300000,WARREN COUNTY,NY,44328,42163,1667,1002,596,24,0,0,1
3611500000,WASHINGTON COUNTY,NY,36470,35054,1114,562,535,7,0,0,3
3611700000,WAYNE COUNTY,NY,56801,54412,3851,1242,838,26,1721,0,11
3611900000,WESTCHESTER COUNTY,NY,629000,593559,14092,5438,8438,66,0,0,3
3612100000,WYOMING COUNTY,NY,25045,23510,1084,302,304,3,472,0,3
3612300000,YATES COUNTY,NY,14041,13466,1386,402,214,15,428,1,5
3700100000,ALAMANCE COUNTY,NC,103256,88736,11037,4224,2438,362,3680,Does not apply,41
3700300000,ALEXANDER COUNTY,NC,24576,21165,2228,932,609,96,537,Does not apply,3
3700500000,ALLEGHANY COUNTY,NC,7476,6309,828,276,262,36,185,Does not apply,0
3700700000,ANSON COUNTY,NC,17412,13790,1522,554,349,143,403,Does not apply,0
3700900000,ASHE COUNTY,NC,19318,16358,1765,639,512,58,541,Does not apply,1
3701100000,AVERY COUNTY,NC,12070,9960,1250,497,162,0,567,Does not apply,1
3701300000,BEAUFORT COUNTY,NC,33604,28660,3445,1392,956,231,813,Does not apply,5
3701500000,BERTIE COUNTY,NC,14218,11288,1279,499,330,85,269,Does not apply,3
3701700000,BLADEN COUNTY,NC,23295,19675,2166,823,605,138,550,Does not apply,5
3701900000,BRUNSWICK COUNTY,NC,103333,89532,10007,4341,2064,360,3002,Does not apply,38
3702100000,BUNCOMBE COUNTY,NC,199231,169368,25750,9879,3713,509,11208,Does not apply,13
3702300000,BURKE COUNTY,NC,58628,47797,5615,2123,1520,321,1553,Does not apply,11
3702500000,CABARRUS COUNTY,NC,138434,116457,15090,7782,2256,430,4269,Does not apply,65
3702700000,CALDWELL COUNTY,NC,55029,43740,5360,1884,1578,141,1689,Does not apply,16
3702900000,CAMDEN COUNTY,NC,7912,6305,882,436,118,28,292,Does not apply,0
3703100000,CARTERET COUNTY,NC,53141,44994,6074,2406,1233,237,2024,Does not apply,10
3703300000,CASWELL COUNTY,NC,15768,13110,1430,550,393,46,395,Does not apply,0
3703500000,CATAWBA COUNTY,NC,105692,87767,11638,4399,2510,468,3498,Does not apply,16
3703700000,CHATHAM COUNTY,NC,54251,48187,5524,2957,1171,120,1095,Does not apply,23
3703900000,CHEROKEE COUNTY,NC,23470,17929,3093,702,519,67,1716,Does not apply,10
3704100000,CHOWAN COUNTY,NC,10341,8378,1089,472,258,38,304,Does not apply,0
3704300000,CLAY COUNTY,NC,8700,7595,1528,747,310,38,320,Does not apply,43
3704500000,CLEVELAND COUNTY,NC,64966,53984,5628,1887,1610,387,1319,Does not apply,6
3704700000,COLUMBUS COUNTY,NC,37830,29555,2747,988,843,191,425,Does not apply,1
3704900000,CRAVEN COUNTY,NC,70210,57211,12129,3195,1730,432,6035,Does not apply,28
3705100000,CUMBERLAND COUNTY,NC,220384,162989,21930,8852,3808,1112,5388,Does not apply,103
3705300000,CURRITUCK COUNTY,NC,20069,16646,1904,766,240,59,793,Does not apply,15
3705500000,DARE COUNTY,NC,30346,25427,3161,1202,450,85,1307,Does not apply,7
3705700000,DAVIDSON COUNTY,NC,109117,91376,9412,4111,2692,394,1830,Does not apply,34
3705900000,DAVIE COUNTY,NC,29947,25786,3138,1536,723,50,747,Does not apply,6
3706100000,DUPLIN COUNTY,NC,30524,25062,2934,1053,714,206,903,Does not apply,6
3706300000,DURHAM COUNTY,NC,231920,190486,37529,16256,4081,1119,12870,Does not apply,245
3706500000,EDGECOMBE COUNTY,NC,38526,29877,3922,2143,1048,297,386,Does not apply,3
3706700000,FORSYTH COUNTY,NC,263164,218634,25031,12312,4169,1054,6206,Does not apply,118
3706900000,FRANKLIN COUNTY,NC,44916,37453,4678,2455,901,173,1067,Does not apply,3
3707100000,GASTON COUNTY,NC,145929,119184,14875,5170,3193,596,5457,Does not apply,34
3707300000,GATES COUNTY,NC,8785,6672,710,195,94,2,359,Does not apply,0
3707500000,GRAHAM COUNTY,NC,6445,5198,600,161,170,23,193,Does not apply,0
3707700000,GRANVILLE COUNTY,NC,39262,32734,3368,1834,769,150,436,Does not apply,7
3707900000,GREENE COUNTY,NC,11550,9812,1224,543,304,69,288,Does not apply,2
3708100000,GUILFORD COUNTY,NC,377739,306103,32847,17345,6487,1547,6704,Does not apply,136
3708300000,HALIFAX COUNTY,NC,39037,31527,3610,1279,673,58,1416,Does not apply,3
3708500000,HARNETT COUNTY,NC,76484,59999,8853,4288,1318,289,2749,Does not apply,26
3708700000,HAYWOOD COUNTY,NC,45100,37646,4715,1654,1149,124,1694,Does not apply,15
3708900000,HENDERSON COUNTY,NC,85988,71837,7659,3653,1893,200,1737,Does not apply,33
3709100000,HERTFORD COUNTY,NC,15588,12721,1363,528,345,66,322,Does not apply,1
3709300000,HOKE COUNTY,NC,33126,24677,4591,1894,527,189,1766,Does not apply,13
3709500000,HYDE COUNTY,NC,3421,2707,293,148,95,9,34,Does not apply,0
3709700000,IREDELL COUNTY,NC,121618,102267,12790,5753,2269,370,4077,Does not apply,0
3709900000,JACKSON COUNTY,NC,29358,23903,4256,2010,594,79,1529,Does not apply,0
3710100000,JOHNSTON COUNTY,NC,128984,110292,13470,6187,1897,221,3888,Does not apply,34
3710300000,JONES COUNTY,NC,7327,6009,1043,415,180,54,325,Does not apply,0
3710500000,LEE COUNTY,NC,37068,30692,3272,1720,825,181,449,Does not apply,3
3710700000,LENOIR COUNTY,NC,38791,32249,4252,1750,973,194,1228,Does not apply,4
3710900000,LINCOLN COUNTY,NC,58378,50676,5518,2509,1024,184,1685,Does not apply,3
3711100000,MCDOWELL COUNTY,NC,29671,23900,2943,989,694,169,958,Does not apply,1
3711300000,MACON COUNTY,NC,26374,22251,2822,1002,722,62,994,Does not apply,13
3711500000,MADISON COUNTY,NC,17317,14306,1863,813,398,52,562,Does not apply,8
3711700000,MARTIN COUNTY,NC,17089,14339,1850,742,532,100,398,Does not apply,1
3711900000,MECKLENBURG COUNTY,NC,743439,628180,71658,34848,7958,1669,21438,Does not apply,971
3712100000,MITCHELL COUNTY,NC,11126,9237,1250,349,337,53,392,Does not apply,5
3712300000,MONTGOMERY COUNTY,NC,16683,14069,1666,690,321,96,509,Does not apply,0
3712500000,MOORE COUNTY,NC,68574,60339,6620,3086,1775,200,1398,Does not apply,28
3712700000,NASH COUNTY,NC,67256,57092,6793,3307,1602,319,1333,Does not apply,9
3712900000,NEW HANOVER COUNTY,NC,172680,140086,22396,9548,2440,392,8673,Does not apply,50
3713100000,NORTHAMPTON COUNTY,NC,14616,11691,1544,549,381,60,520,Does not apply,2
3713300000,ONSLOW COUNTY,NC,109545,83174,14865,4095,1615,370,7473,Does not apply,131
3713500000,ORANGE COUNTY,NC,115367,95531,19257,11799,1201,190,5380,Does not apply,113
3713700000,PAMLICO COUNTY,NC,9775,8158,1066,434,248,92,262,Does not apply,0
3713900000,PASQUOTANK COUNTY,NC,29314,23256,3377,1175,616,112,1224,Does not apply,9
3714100000,PENDER COUNTY,NC,41830,35153,4677,2276,748,232,1275,Does not apply,18
3714300000,PERQUIMANS COUNTY,NC,10163,8172,1193,523,212,17,429,Does not apply,1
3714500000,PERSON COUNTY,NC,26930,22874,2254,854,629,157,571,Does not apply,4
3714700000,PITT COUNTY,NC,124920,101939,14929,7529,1883,721,4506,Does not apply,17
3714900000,POLK COUNTY,NC,16191,13311,1825,707,453,38,601,Does not apply,9
3715100000,RANDOLPH COUNTY,NC,92427,78657,10416,3480,2204,421,4078,Does not apply,11
3715300000,RICHMOND COUNTY,NC,30465,24186,3188,1014,734,183,1127,Does not apply,1
3715500000,ROBESON COUNTY,NC,77304,58044,8073,2622,1875,188,3162,Does not apply,3
3715700000,ROCKINGHAM COUNTY,NC,60603,50893,5672,1950,1619,237,1752,Does not apply,16
3715900000,ROWAN COUNTY,NC,95975,79152,9969,3622,2265,439,2984,Does not apply,20
3716100000,RUTHERFORD COUNTY,NC,45368,37996,4583,1375,1162,297,1538,Does not apply,9
3716300000,SAMPSON COUNTY,NC,38393,31220,3013,1280,936,199,451,Does not apply,1
3716500000,SCOTLAND COUNTY,NC,22929,18104,2585,845,580,164,901,Does not apply,0
3716700000,STANLY COUNTY,NC,41838,36316,3612,1492,1050,161,823,Does not apply,15
3716900000,STOKES COUNTY,NC,31390,26529,3105,1247,897,101,831,Does not apply,3
3717100000,SURRY COUNTY,NC,46092,39146,4285,1435,1290,145,1216,Does not apply,7
3717300000,SWAIN COUNTY,NC,10445,7951,1388,508,316,82,458,Does not apply,0
3717500000,TRANSYLVANIA COUNTY,NC,26188,22530,2747,1053,714,62,767,Does not apply,21
3717700000,TYRRELL COUNTY,NC,2422,2019,279,120,77,8,66,Does not apply,0
3717900000,UNION COUNTY,NC,157596,133009,14926,7340,1933,313,5049,Does not apply,60
3718100000,VANCE COUNTY,NC,30350,24667,2989,1147,741,155,899,Does not apply,4
3718300000,WAKE COUNTY,NC,741333,645373,66437,38459,8727,2317,11530,Does not apply,610
3718500000,WARREN COUNTY,NC,13602,11156,1444,620,387,59,320,Does not apply,9
3718700000,WASHINGTON COUNTY,NC,8837,7356,727,345,229,22,115,Does not apply,0
3718900000,WATAUGA COUNTY,NC,47638,39647,7329,4472,522,73,2117,Does not apply,24
3719100000,WAYNE COUNTY,NC,75769,62070,8074,2757,1831,299,3009,Does not apply,18
3719300000,WILKES COUNTY,NC,43076,36544,3488,1210,1010,176,980,Does not apply,8
3719500000,WILSON COUNTY,NC,56707,46760,5673,2056,1344,107,1998,Does not apply,17
3719700000,YADKIN COUNTY,NC,24219,20798,2379,1013,598,108,619,Does not apply,1
3719900000,YANCEY COUNTY,NC,14331,12572,1172,480,334,65,238,Does not apply,11
3800100000,ADAMS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3800300000,BARNES COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3800500000,BENSON COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3800700000,BILLINGS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3800900000,BOTTINEAU COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3801100000,BOWMAN COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3801300000,BURKE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3801500000,BURLEIGH COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3801700000,CASS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3801900000,CAVALIER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3802100000,DICKEY COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3802300000,DIVIDE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3802500000,DUNN COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3802700000,EDDY COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3802900000,EMMONS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3803100000,FOSTER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3803300000,GOLDEN VALLEY COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3803500000,GRAND FORKS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3803700000,GRANT COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3803900000,GRIGGS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3804100000,HETTINGER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3804300000,KIDDER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3804500000,LAMOURE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3804700000,LOGAN COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3804900000,MCHENRY COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3805100000,MCINTOSH COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3805300000,MCKENZIE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3805500000,MCLEAN COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3805700000,MERCER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3805900000,MORTON COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3806100000,MOUNTRAIL COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3806300000,NELSON COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3806500000,OLIVER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3806700000,PEMBINA COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3806900000,PIERCE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3807100000,RAMSEY COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3807300000,RANSOM COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3807500000,RENVILLE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3807700000,RICHLAND COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3807900000,ROLETTE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3808100000,SARGENT COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3808300000,SHERIDAN COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3808500000,SIOUX COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3808700000,SLOPE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3808900000,STARK COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3809100000,STEELE COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3809300000,STUTSMAN COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3809500000,TOWNER COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3809700000,TRAILL COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3809900000,WALSH COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3810100000,WARD COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3810300000,WELLS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3810500000,WILLIAMS COUNTY,ND,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
3900100000,ADAMS,OH,17264,17264,604,42,460,33,0,0,69
3900300000,ALLEN,OH,69338,69338,1560,280,674,238,7,0,361
3900500000,ASHLAND,OH,35529,35529,3557,2537,912,108,0,0,0
3900700000,ASHTABULA,OH,62311,62311,4303,2004,1741,90,0,0,468
3900900000,ATHENS,OH,45318,45318,1476,164,636,55,0,0,621
3901100000,AUGLAIZE,OH,32253,32253,2687,1882,760,40,0,0,5
3901300000,BELMONT,OH,47702,47702,2588,1366,993,1,0,0,228
3901500000,BROWN,OH,28950,28950,1036,184,742,57,0,0,53
3901700000,BUTLER,OH,254708,254708,23995,15999,4849,409,0,0,2738
3901900000,CARROLL,OH,18315,18315,1580,1007,472,15,0,0,86
3902100000,CHAMPAIGN,OH,26398,26398,2602,1690,670,39,0,0,203
3902300000,CLARK,OH,90384,90384,7169,3809,2717,154,0,0,489
3902500000,CLERMONT,OH,141345,141345,16419,13599,2643,162,1,0,14
3902700000,CLINTON,OH,27252,27252,948,88,666,57,0,0,137
3902900000,COLUMBIANA,OH,66688,66688,2629,201,1684,108,0,0,636
3903100000,COSHOCTON,OH,23119,23119,849,1,608,105,0,0,135
3903300000,CRAWFORD,OH,28557,28557,1207,100,895,83,0,0,129
3903500000,CUYAHOGA,OH,902652,902652,69706,1778,20009,1834,7441,0,38644
3903700000,DARKE,OH,34566,34566,2370,1318,871,32,0,0,149
3903900000,DEFIANCE,OH,26283,26283,1038,265,584,69,1,0,119
3904100000,DELAWARE,OH,141937,141937,4188,608,1717,36,0,0,1827
3904300000,ERIE,OH,54213,54213,4516,2430,1520,133,0,0,433
3904500000,FAIRFIELD,OH,103718,103718,10389,7292,1918,162,0,1,1016
3904700000,FAYETTE,OH,16737,16737,1427,841,473,49,0,0,64
3904900000,FRANKLIN,OH,881645,881645,30738,8368,16097,1622,0,0,4651
3905100000,FULTON,OH,29612,29612,2361,1537,711,32,0,0,81
3905300000,GALLIA,OH,19362,19362,699,48,504,48,2,0,97
3905500000,GEAUGA,OH,66730,66730,5291,3037,1322,15,0,0,917
3905700000,GREENE,OH,117957,117957,4291,567,2255,123,0,0,1346
3905900000,GUERNSEY,OH,24521,24521,1869,924,683,121,0,0,141
3906100000,HAMILTON,OH,597883,597883,23761,6901,12974,1834,0,0,2052
3906300000,HANCOCK,OH,51652,51652,1871,139,1297,63,0,0,372
3906500000,HARDIN,OH,18355,18355,1649,1092,464,34,0,0,59
3906700000,HARRISON,OH,10277,10277,845,521,276,1,0,0,47
3906900000,HENRY,OH,19543,19543,1733,1268,431,25,0,0,9
3907100000,HIGHLAND,OH,27978,27978,1024,228,671,72,0,0,53
3907300000,HOCKING,OH,18653,18653,728,97,450,42,0,0,139
3907500000,HOLMES,OH,18113,18113,1301,877,391,19,0,0,14
3907700000,HURON,OH,36408,36408,5455,2096,1728,30,1063,0,538
3907900000,JACKSON,OH,21501,21501,742,78,581,33,0,0,50
3908100000,JEFFERSON,OH,48463,48463,2971,1308,1209,125,0,0,329
3908300000,KNOX,OH,42292,42292,2831,1892,479,40,9,0,411
3908500000,LAKE,OH,158698,158698,7374,5959,1035,54,2,0,324
